Datum,Obsah,Název videa,Čas zveřejnění videa,Délka,Zhlédnutí
2016-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2016-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2016-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2016-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2017-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2018-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2019-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2020-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2021-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2022-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2023-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2024-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-04,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-05,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-06,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-07,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-08,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-09,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-10,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-11,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2025-12,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,0
2026-01,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,896
2026-02,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,18
2026-03,rmRH1cmXSUc,Karel Hádek – Čtení o staré Praze | Kapitola 21: O městských privilegiích,"Jan 4, 2026",836,2
